dito1,dito2,dito3,dito4,target
4848,4846,6217,3841,0
4816,4841,6234,3832,0
4816,4841,6234,3832,0
4747,4829,6234,3823,0
4747,4829,6234,3823,0
5183,4591,6042,3821,0
5183,4591,6042,3821,0
5386,4545,5993,3809,0
5386,4545,5993,3809,0
4403,4571,6021,3750,0
4403,4571,6021,3750,0
4493,4596,6040,3726,0
4493,4596,6040,3726,0
4604,4648,6060,3780,0
4604,4648,6060,3780,0
4977,4676,6103,3814,0
4977,4676,6103,3814,0
4600,4692,6112,3777,0
4600,4692,6112,3777,0
4603,4712,6138,3785,0
4603,4712,6138,3785,0
4700,4744,6172,3802,0
4700,4744,6172,3802,0
4800,4767,6184,3819,0
4800,4767,6184,3819,0
5237,4798,6195,3835,0
5237,4798,6195,3835,0
5086,4805,6209,3839,0
5086,4805,6209,3839,0
4843,4814,6219,3846,0
4843,4814,6219,3846,0
4793,4821,6228,3855,0
4793,4821,6228,3855,0
5145,4834,6238,3866,0
5145,4834,6238,3866,0
5284,4852,6254,3876,0
5284,4852,6254,3876,0
4911,4842,6247,3872,0
4911,4842,6247,3872,0
4789,4842,6232,3869,0
4789,4842,6232,3869,0
4908,4845,6246,3878,0
4908,4845,6246,3878,0
5227,4836,6243,3874,0
5227,4836,6243,3874,0
4886,4820,6227,3875,0
4886,4820,6227,3875,0
4585,4813,6222,3872,0
4585,4813,6222,3872,0
4636,4818,6228,3871,0
4636,4818,6228,3871,0
5027,4831,6222,3880,0
5027,4831,6222,3880,0
5288,4847,6243,3885,0
5288,4847,6243,3885,0
4871,4821,6229,3869,0
4871,4821,6229,3869,0
4562,4796,6207,3837,0
4562,4796,6207,3837,0
4711,4778,6190,3875,0
4711,4778,6190,3875,0
5145,4782,6194,3891,0
5145,4782,6194,3891,0
5328,4771,6167,3873,0
5328,4771,6167,3873,0
5305,4761,6179,3850,0
5305,4761,6179,3850,0
4713,4778,6191,3847,0
4713,4778,6191,3847,0
4719,4781,6192,3829,0
4719,4781,6192,3829,0
4849,4786,6201,3831,0
4849,4786,6201,3831,0
4874,4792,6211,3835,0
4874,4792,6211,3835,0
4962,4803,6215,3847,0
4962,4803,6215,3847,0
5285,4822,6210,3879,0
5285,4822,6210,3879,0
5402,4816,6213,3876,0
5402,4816,6213,3876,0
4972,4826,6230,3875,0
4972,4826,6230,3875,0
4768,4812,6225,3821,0
4768,4812,6225,3821,0
5262,4777,6188,3838,0
5262,4777,6188,3838,0
5088,4809,6222,3852,0
5088,4809,6222,3852,0
4751,4808,6203,3848,0
4751,4808,6203,3848,0
4633,4796,6204,3852,0
4633,4796,6204,3852,0
5217,4748,6168,3864,0
5217,4748,6168,3864,0
5485,4762,6176,3875,0
5485,4762,6176,3875,0
4773,4787,6199,3877,0
4773,4787,6199,3877,0
4649,4778,6197,3870,0
4649,4778,6197,3870,0
5139,4739,6135,3883,0
5139,4739,6135,3883,0
5404,4703,6120,3838,0
5404,4703,6120,3838,0
5121,4731,6152,3836,0
5121,4731,6152,3836,0
4338,4596,6042,3728,0
4338,4596,6042,3728,0
4285,4505,5961,3659,0
4285,4505,5961,3659,0
4496,4480,5933,3702,0
4496,4480,5933,3702,0
4502,4520,5977,3725,0
4502,4520,5977,3725,0
4635,4535,5974,3746,0
4635,4535,5974,3746,0
4640,4546,5992,3774,0
4640,4546,5992,3774,0
4928,4566,6010,3793,0
4928,4566,6010,3793,0
4507,4580,6022,3778,0
4507,4580,6022,3778,0
4412,4548,6001,3736,0
4412,4548,6001,3736,0
4435,4532,5987,3720,0
4435,4532,5987,3720,0
4454,4541,5983,3725,0
4454,4541,5983,3725,0
4578,4509,5960,3765,0
4578,4509,5960,3765,0
4837,4562,6009,3792,0
4837,4562,6009,3792,0
4501,4594,6029,3795,0
4501,4594,6029,3795,0
4430,4597,6041,3779,0
4430,4597,6041,3779,0
4448,4604,6049,3771,0
4448,4604,6049,3771,0
4509,4631,6070,3782,0
4509,4631,6070,3782,0
4550,4641,6065,3793,0
4550,4641,6065,3793,0
4581,4650,6077,3799,0
4581,4650,6077,3799,0
4587,4656,6086,3797,0
4587,4656,6086,3797,0
4734,4637,6069,3809,0
4734,4637,6069,3809,0
5048,4663,6086,3821,0
5048,4663,6086,3821,0
4445,4664,6099,3811,0
4445,4664,6099,3811,0
4308,4653,6078,3788,0
4308,4653,6078,3788,0
4527,4644,6078,3804,0
4527,4644,6078,3804,0
4719,4599,6041,3823,0
4719,4599,6041,3823,0
5018,4610,6036,3829,0
5018,4610,6036,3829,0
4516,4656,6082,3829,0
4516,4656,6082,3829,0
4344,4655,6092,3806,0
4344,4655,6092,3806,0
